CPF,AveragePerformance,Área,Potencial Bruto,Raciocínio,Social,Motivacional,Cultura pontuação,atributo-Capacidade analítica,atributo-Pensamento conceitual,atributo-Reflexão,atributo-Pensamento criativo,atributo-Planejamento e organização,atributo-Comunicação,atributo-Consideração pelos outros,atributo-Influência,atributo-Sociabilidade,atributo-Facilitação,atributo-Flexibilidade,atributo-Estabilidade emocional,atributo-Ambição,atributo-Iniciativa,atributo-Assertividade,atributo-Tomada de riscos,perfil-Capacidade analítica,perfil-Pensamento conceitual,perfil-Reflexão,perfil-Pensamento criativo,perfil-Planejamento e organização,perfil-Comunicação,perfil-Consideração pelos outros,perfil-Influência,perfil-Sociabilidade,perfil-Facilitação,perfil-Flexibilidade,perfil-Estabilidade emocional,perfil-Ambição,perfil-Iniciativa,perfil-Assertividade,perfil-Tomada de riscos
492.367.180-78,2.5,Comercial,67.27,68.43,77.16,51.56,49.96,62.4,52.17,65.8,58.99,84.83,77.94,77.94,80.68,87.5,37.04,71.13,69.39,65.98,69.39,42.12,38.71,41.95,28.32,46.5,37.41,78.32,51.05,51.05,55.59,73.77,6.14,41.95,73.77,69.23,73.77,37.41,32.86
893.546.702-29,1.5,Operações,,21.84,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.319.670-61,1.5,Logística,,52.65,,,57.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.730.596-14,1.5,Operações,,58.67,,,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.574.861-31,1.0,Logística,,59.21,,,52.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654.930.281-15,2.5,Comercial,,72.34,,,76.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.574.193-16,3.0,Operações,,56.57,,,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928.137.546-17,2.0,Operações,,49.4,,,77.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975.602.814-94,2.0,Logística,,45.76,,,39.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.124.839-97,2.5,Operações,,47.08,,,38.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.085.769-68,2.0,Logística,,44.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703.285.169-11,1.5,Comercial,,67.17,,,46.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803.261.594-61,1.5,Comercial,54.55,65.44,44.24,51.56,34.65,66.22,69.63,45.77,66.22,88.45,68.89,18.88,48.43,65.48,34.8,27.98,62.57,59.16,55.75,35.3,48.93,51.05,55.59,23.77,51.05,90.56,82.86,14.68,55.59,78.32,37.41,28.32,64.68,60.14,55.59,28.32,46.5
037.146.985-66,1.5,Operações,60.49,66.99,70.58,35.97,64.06,84.11,64.36,67.77,67.77,71.18,47.5,78.18,71.36,61.13,80.79,67.95,40.17,33.35,43.58,23.12,18.15,78.32,46.5,51.05,51.05,55.59,19.23,60.14,51.05,37.41,64.68,46.5,55.59,46.5,60.14,32.86,23.77
206.849.571-67,2.5,Operações,,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056.831.479-48,1.0,Comercial,,63.45,,,53.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.613.257-81,1.5,Logística,64.83,72.03,47.53,77.53,63.75,81.52,72.81,62.59,76.22,83.22,38.09,58.54,31.27,44.91,31.27,31.27,84.27,87.68,74.91,78.32,64.68,64.68,51.05,37.41,55.59,69.23,37.41,64.68,28.32,46.5,28.32,28.32,64.68,73.77,46.5,51.05,32.86
682.097.513-95,1.0,Operações,,55.91,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.172.843-71,1.5,Logística,,75.47,,,70.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.204.786-17,1.5,Comercial,,49.88,,,59.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749.523.618-37,2.5,Operações,,63.4,,,39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.945.802-88,3.0,Comercial,,43.54,,,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.021.489-61,2.5,Logística,68.84,66.97,87.04,46.36,42.47,80.7,67.76,47.3,80.7,71.16,87.32,94.14,83.91,63.96,82.21,80.5,43.74,47.15,47.15,50.56,23.28,69.23,51.05,23.77,69.23,55.59,60.14,78.32,51.05,19.23,46.5,41.95,46.5,51.05,51.05,55.59,19.23
306.495.812-71,2.5,Comercial,,62.97,,,61.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760.243.189-87,3.0,Comercial,,80.96,,,43.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765.102.438-91,2.0,Logística,41.95,10.89,70.58,51.56,49.32,15.84,7.31,9.02,7.31,14.13,85.91,82.5,80.79,87.61,87.61,78.18,59.16,25.07,52.34,28.48,55.75,51.05,28.32,32.86,28.32,46.5,78.32,69.23,64.68,82.86,82.86,60.14,60.14,14.68,51.05,19.23,55.59
653.824.709-11,2.5,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.280.593-23,2.5,Comercial,,49.03,,,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.185.679-95,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925.607.843-19,3.0,Comercial,,50.41,,,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.169.405-61,1.0,Logística,,39.04,,,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.465.098-14,1.5,Operações,,17.99,,,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876.319.520-86,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.893.462-69,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.592.143-89,1.5,Operações,58.84,37.62,77.16,67.14,60.02,65.68,48.64,18.98,45.23,52.04,57.49,80.68,67.72,64.31,71.13,67.72,74.75,67.93,64.52,67.93,64.52,87.41,64.68,23.77,60.14,69.23,23.77,55.59,37.41,32.86,41.95,37.41,60.14,51.05,46.5,51.05,46.5
178.064.923-13,2.5,Logística,,88.9,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791.630.452-14,1.0,Comercial,,49.74,,,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.397.801-14,1.5,Comercial,,93.32,,,39.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492.671.805-76,1.0,Logística,,51.63,,,39.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843.217.596-17,2.5,Comercial,,27.34,,,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987.610.435-75,2.0,Operações,,72.51,,,71.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.490.567-21,2.5,Comercial,,64.43,,,55.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832.075.194-23,2.0,Logística,54.2,60.99,70.58,20.39,39.77,72.01,61.78,72.01,44.73,65.19,61.13,67.95,67.95,54.31,61.13,74.77,31.4,48.45,18.88,15.47,15.47,64.68,51.05,64.68,28.32,55.59,37.41,46.5,46.5,28.32,37.41,55.59,64.68,87.41,46.5,37.41,37.41
231.890.574-61,1.0,Logística,,,,,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.576.091-59,1.5,Operações,,,,,34.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.728.643-69,2.5,Comercial,,89.43,,,57.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924.735.618-18,3.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651.382.409-51,1.5,Comercial,70.8,91.66,60.7,51.56,27.12,94.74,86.22,84.52,78.81,89.63,51.26,61.48,37.62,27.39,68.3,44.44,69.39,65.98,52.34,45.52,25.07,73.77,51.05,46.5,32.86,60.14,37.41,51.05,19.23,8.74,60.14,28.32,73.77,69.23,51.05,41.95,14.68
831.970.546-11,1.0,Operações,,39.44,,,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.389.104-33,1.5,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590.871.243-41,2.0,Operações,,81.52,,,56.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763.094.581-75,2.5,Logística,,63.19,,,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.781.352-62,2.5,Operações,,30.31,,,54.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920.675.834-92,2.5,Logística,,69.89,,,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530.729.684-38,1.0,Operações,42.87,44.87,34.36,51.56,26.68,59.29,32.02,42.25,35.43,38.84,19.05,24.92,45.37,24.92,31.74,38.56,59.16,52.34,48.93,42.12,45.52,69.23,32.86,46.5,37.41,41.95,28.32,37.41,64.68,37.41,46.5,55.59,60.14,51.05,46.5,37.41,41.95
385.297.614-64,2.5,Comercial,,85.38,,,81.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846.079.231-51,2.5,Logística,,80.22,,,43.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930.426.851-61,1.5,Comercial,,70.28,,,53.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682.043.179-13,2.0,Logística,,,,,34.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759.163.024-52,2.5,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469.805.217-31,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587.421.369-46,2.5,Comercial,50.68,44.98,63.99,41.17,33.95,38.95,42.35,21.9,28.72,62.81,75.0,71.59,57.96,71.59,82.62,44.32,62.41,41.95,45.36,28.32,28.32,41.95,46.5,19.23,28.32,73.77,64.68,60.14,41.95,60.14,78.32,23.77,78.32,51.05,55.59,32.86,32.86
706.385.421-62,1.5,Logística,51.6,55.56,50.82,46.36,65.92,66.58,52.94,39.3,39.3,52.94,48.2,41.38,41.38,68.65,55.02,37.97,67.6,36.92,57.38,50.56,36.92,64.68,46.5,28.32,28.32,46.5,46.5,37.41,37.41,73.77,55.59,32.86,78.32,37.41,64.68,55.59,37.41
351.720.984-88,2.0,Logística,,25.57,,,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948.756.201-11,2.0,Operações,47.99,53.02,50.82,35.97,51.28,53.8,57.21,57.21,70.85,33.35,55.02,55.02,72.06,48.2,31.15,44.79,50.39,33.35,40.17,16.45,53.8,51.05,55.59,55.59,73.77,23.77,55.59,55.59,78.32,46.5,23.77,41.95,69.23,46.5,55.59,19.23,73.77
398.402.571-88,1.5,Operações,,40.12,,,65.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723.908.651-86,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529.438.706-92,1.5,Logística,47.17,56.74,44.24,35.97,73.09,60.93,67.75,30.25,74.57,71.16,41.61,27.98,72.3,55.25,34.8,34.8,33.35,53.8,19.86,46.99,36.76,55.59,64.68,14.68,73.77,69.23,46.5,28.32,87.41,64.68,37.41,37.41,46.5,73.77,28.32,64.68,51.05
152.986.734-73,2.5,Comercial,41.62,32.02,34.36,67.14,50.71,19.58,36.21,29.39,19.58,36.21,69.24,24.92,48.78,62.42,48.78,19.05,64.52,57.7,57.7,61.11,74.75,32.86,55.59,46.5,32.86,55.59,91.86,37.41,69.23,87.41,69.23,28.32,46.5,37.41,37.41,41.95,60.14
296.435.718-82,3.0,Comercial,66.69,73.43,47.53,82.73,50.28,87.33,70.8,77.62,57.17,63.98,51.72,38.09,65.36,65.36,48.31,55.13,76.69,83.46,86.87,81.76,69.88,78.32,46.5,55.59,28.32,37.41,55.59,37.41,73.77,73.77,51.05,60.14,41.95,55.59,64.68,51.05,32.86
508.917.362-12,3.0,Operações,38.75,21.22,31.07,77.53,30.45,12.48,32.23,25.41,39.05,28.82,52.31,15.7,38.67,42.08,14.0,48.9,61.27,61.27,64.68,74.91,78.32,28.32,64.68,55.59,73.77,60.14,78.32,23.77,60.14,64.68,19.23,73.77,28.32,28.32,32.86,46.5,51.05
756.948.302-29,2.5,Operações,,83.87,,,46.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034.976.182-51,1.5,Logística,,39.85,,,58.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842.039.156-51,2.0,Comercial,,69.93,,,49.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.072.836-68,2.5,Operações,,72.17,,,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764.013.825-62,1.0,Comercial,,65.15,,,62.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964.071.532-81,2.5,Comercial,,77.25,,,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.685.013-93,1.5,Comercial,,68.64,,,52.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758.903.426-65,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968.417.352-18,2.0,Operações,63.41,75.71,54.12,56.75,65.8,81.66,73.08,56.04,73.08,73.08,51.49,61.72,75.35,48.08,51.49,54.9,67.76,80.7,60.95,43.9,64.36,60.14,46.5,23.77,46.5,46.5,46.5,60.14,78.32,41.95,46.5,51.05,64.68,82.86,55.59,32.86,60.14
298.657.104-21,1.5,Operações,,64.34,,15.19,43.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.085.736-16,2.0,Logística,21.21,13.83,37.65,10.0,41.46,21.43,19.01,17.31,21.43,48.7,21.39,52.07,52.07,31.62,31.62,18.99,17.1,17.1,10.28,17.1,8.57,60.14,55.59,51.05,60.14,91.86,28.32,69.23,69.23,41.95,41.95,23.77,55.59,55.59,37.41,55.59,32.86
023.469.875-65,2.0,Logística,,33.93,,,50.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719.084.325-61,2.5,Logística,,13.37,,,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072.389.615-12,2.0,Comercial,,25.18,,,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.208.165-44,1.0,Logística,61.27,51.6,60.7,77.53,81.32,59.21,62.61,45.57,52.39,28.52,51.26,80.97,64.89,44.44,47.85,44.44,68.09,89.39,91.09,80.86,74.91,60.14,64.68,41.95,51.05,19.23,37.41,78.32,55.59,28.32,32.86,28.32,37.41,78.32,82.86,55.59,46.5
013.469.857-66,2.5,Operações,,10.89,,,30.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743.926.085-65,2.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901.527.684-67,3.0,Operações,,51.76,,,55.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918.452.370-13,3.0,Logística,,21.02,,,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930.872.514-88,2.5,Comercial,,59.85,,,40.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672.450.391-43,2.0,Logística,,59.71,,,45.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861.209.437-22,2.5,Operações,,63.39,,,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698.740.123-31,2.0,Comercial,45.11,45.77,21.19,77.53,37.14,36.33,29.51,36.33,53.37,49.96,32.2,15.88,17.58,35.61,32.2,19.28,82.57,51.04,74.91,47.63,78.32,37.41,28.32,37.41,60.14,55.59,64.68,37.41,41.95,69.23,64.68,46.5,60.14,14.68,46.5,10.14,51.05
218.467.953-46,2.5,Comercial,,41.42,,,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.896.307-11,1.5,Operações,61.2,75.95,47.53,56.75,56.2,80.07,59.69,69.92,66.51,69.92,68.77,48.31,68.77,75.59,44.91,58.54,40.49,50.72,67.76,47.31,50.72,55.59,28.32,41.95,37.41,41.95,78.32,51.05,78.32,87.41,46.5,64.68,28.32,41.95,64.68,37.41,41.95
782.694.135-18,1.5,Operações,49.35,43.42,50.82,56.75,19.72,27.16,27.16,27.16,20.34,61.25,72.06,65.24,34.56,41.38,78.88,68.65,37.08,33.67,60.95,37.08,37.08,28.32,28.32,28.32,19.23,73.77,78.32,69.23,28.32,37.41,87.41,73.77,23.77,19.23,55.59,23.77,23.77
018.649.523-42,2.5,Logística,,39.41,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.963.170-93,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.759.628-65,1.0,Comercial,,74.86,,,52.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654.021.938-51,2.0,Logística,48.97,55.46,50.82,35.97,32.06,39.2,49.43,66.47,32.38,81.76,51.61,51.61,81.14,78.88,48.2,55.02,18.15,40.17,23.12,43.58,19.86,28.32,41.95,64.68,19.23,87.41,51.05,51.05,90.56,87.41,46.5,55.59,23.77,55.59,32.86,60.14,28.32
849.726.031-78,3.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081.953.746-21,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085.634.921-61,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032.964.581-15,1.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803.479.156-39,1.5,Comercial,53.28,45.72,70.58,41.17,37.82,22.64,36.28,19.62,46.51,63.55,85.91,57.72,71.36,92.73,40.68,84.2,24.91,24.91,41.95,35.13,52.18,19.23,37.41,14.68,51.05,73.77,78.32,32.86,51.05,91.86,10.14,73.77,28.32,28.32,51.05,41.95,64.68
920.476.358-29,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087.561.293-86,1.5,Operações,,69.28,,,38.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671.092.584-67,2.5,Logística,,22.25,,,37.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623.947.058-92,1.5,Operações,,84.14,,,51.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094.518.263-51,2.0,Operações,,52.23,83.74,,55.25,,,,,,,,,,,,,,,,,28.32,32.86,37.41,32.86,82.86,90.56,60.14,55.59,73.77,69.23,37.41,37.41,41.95,55.59,69.23,28.32
287.603.451-44,1.5,Logística,,55.47,,,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.127.980-11,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.067.328-16,3.0,Comercial,,53.69,,,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.459.783-46,1.5,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.910.584-75,2.5,Operações,,32.53,,,37.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.507.943-81,2.0,Operações,,,44.24,61.95,48.11,,,,,,,,,,,,,,,,,41.95,32.86,32.86,28.32,55.59,64.68,64.68,32.86,73.77,82.86,55.59,28.32,8.74,60.14,82.86,46.5
209.438.671-69,2.0,Operações,,72.32,,,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.670.938-74,2.0,Operações,,15.86,,,37.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970.652.418-58,2.0,Comercial,59.27,64.63,47.53,67.14,76.31,82.93,68.82,44.96,58.59,81.23,48.31,61.95,34.68,34.68,61.95,21.04,89.3,61.11,57.7,61.11,54.29,78.32,55.59,23.77,41.95,73.77,51.05,69.23,32.86,32.86,69.23,14.68,90.56,41.95,37.41,41.95,32.86
302.591.876-41,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798.413.560-66,2.0,Logística,,43.51,,,55.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845.931.067-11,2.0,Operações,36.95,41.61,21.19,51.56,30.87,49.22,35.58,19.27,59.44,28.76,12.47,15.88,25.39,21.98,49.25,10.76,72.8,35.3,55.75,59.16,48.93,60.14,41.95,19.23,73.77,32.86,28.32,37.41,55.59,51.05,87.41,23.77,78.32,28.32,55.59,60.14,46.5
961.702.435-71,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920.854.736-11,2.0,Comercial,,10.89,,,41.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041.786.235-16,2.5,Logística,,10.89,,61.95,10.77,,,,,,,,,,,,,,,,,69.23,19.23,82.86,28.32,10.14,32.86,69.23,55.59,91.86,69.23,37.41,46.5,41.95,51.05,46.5,51.05
062.398.571-31,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026.897.543-47,2.0,Operações,43.2,52.2,34.36,41.17,69.43,66.62,52.98,22.3,29.12,56.39,59.01,59.01,45.37,45.37,65.83,35.15,17.34,15.64,35.13,38.54,41.95,69.23,51.05,10.14,19.23,55.59,82.86,82.86,64.68,64.68,90.56,51.05,14.68,10.14,41.95,46.5,51.05
918.236.057-11,2.0,Logística,,47.99,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.613.827-69,2.0,Operações,,16.49,,,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.870.294-23,1.5,Operações,,52.13,,,42.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037.948.165-11,2.5,Logística,,52.74,,,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017.246.583-44,1.5,Logística,,12.85,,,55.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760.589.324-83,3.0,Logística,,70.32,,,62.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706.219.348-87,3.0,Comercial,52.81,53.19,60.7,41.17,45.38,67.61,67.61,77.84,36.93,60.79,51.26,61.48,64.89,37.62,78.53,47.85,41.95,48.77,31.73,48.77,24.91,69.23,69.23,82.86,28.32,60.14,37.41,51.05,55.59,19.23,73.77,32.86,51.05,60.14,37.41,60.14,28.32
869.135.740-11,2.5,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.109.467-96,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.807.425-41,3.0,Logística,48.97,60.13,34.36,51.56,35.76,85.8,64.33,30.24,43.87,64.33,35.15,28.33,55.6,45.37,38.56,21.51,69.39,25.07,65.98,42.12,48.93,90.56,55.59,10.14,28.32,55.59,51.05,41.95,78.32,64.68,55.59,32.86,73.77,14.68,69.23,37.41,46.5
820.943.175-79,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.950.687-31,1.5,Operações,,19.63,,,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.951.382-88,1.5,Comercial,,25.74,,,40.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.698.730-11,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936.412.078-78,1.0,Comercial,,37.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526.180.793-11,3.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.356.849-51,2.5,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.327.658-73,2.5,Logística,,44.28,,,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.596.408-47,2.5,Operações,,37.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681.304.975-57,2.5,Comercial,,62.27,,,45.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.310.796-11,2.0,Comercial,,45.23,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.840.957-93,1.5,Logística,67.47,64.22,63.99,77.53,77.4,84.43,58.19,61.6,68.41,61.6,44.32,68.18,47.73,44.32,84.32,57.96,92.79,78.32,74.91,64.68,78.32,82.86,41.95,46.5,55.59,46.5,23.77,55.59,28.32,23.77,82.86,41.95,87.41,51.05,46.5,32.86,51.05
459.126.870-58,1.5,Logística,,19.75,,,36.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.354.176-37,2.5,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.864.027-53,2.0,Operações,,19.25,,,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471.526.093-14,2.0,Operações,51.89,66.38,54.12,25.58,45.13,60.35,70.58,53.53,43.31,60.35,71.94,48.08,78.76,78.76,51.49,65.13,4.43,19.78,29.78,26.37,22.96,41.95,55.59,32.86,19.23,41.95,73.77,41.95,82.86,82.86,46.5,64.68,7.44,41.95,55.59,51.05,46.5
219.865.740-67,1.0,Logística,,37.79,,,43.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.380.629-12,1.5,Operações,,,,,55.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689.057.143-66,1.5,Operações,51.01,48.31,57.41,46.36,25.84,35.45,32.04,69.54,32.04,49.09,61.6,61.6,34.33,34.33,58.19,78.65,43.74,36.92,40.33,36.92,43.74,32.86,28.32,78.32,28.32,51.05,55.59,55.59,19.23,19.23,51.05,78.32,46.5,37.41,41.95,37.41,46.5
794.682.513-73,2.5,Comercial,,24.69,,,49.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.682.951-14,3.0,Comercial,,45.13,,,37.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801.534.276-71,2.5,Comercial,,26.46,,,29.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.970.514-11,1.5,Comercial,40.23,10.89,50.82,72.34,22.79,28.72,9.02,9.02,12.43,17.54,81.14,68.65,31.15,44.79,48.2,51.61,76.53,52.67,81.67,45.85,81.67,73.77,32.86,32.86,41.95,55.59,90.56,73.77,23.77,41.95,46.5,51.05,55.59,23.77,64.68,14.68,64.68
127.648.309-12,2.5,Comercial,,27.18,,,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.489.750-21,2.5,Operações,,48.64,,,68.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.857.126-26,1.5,Logística,,25.28,,,35.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.918.536-59,1.5,Comercial,,65.39,,,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473.185.096-75,1.5,Logística,,54.85,,,37.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704.986.532-18,1.5,Comercial,,82.18,,,55.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.928.135-31,2.0,Comercial,,27.77,,,52.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
